MONTH,TIME EVENT BEGAN,TIME OF RESTORATION,AREA AFFECTED,NERC REGION,ALERT CRITERIA,EVENT TYPE,DEMAND LOSS (MW),NUMBER OF CUSTOMERS AFFECTED,STATE
May,5/11/2022 10:00,5/11/2022 10:01,Iowa: Clinton County;,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Iowa
May,5/11/2022 18:00,5/11/2022 22:42,Minnesota:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,293,105000,Minnesota
May,5/12/2022 1:00,5/12/2022 1:10,Texas: Frio County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Texas
May,5/12/2022 2:48,5/12/2022 16:50,South Dakota: Davison County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,800,0,South Dakota
May,5/12/2022 10:44,5/12/2022 13:34,"Missouri: Barry County, Dade County, Lawrence County;",SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,0,0,Missouri
May,5/12/2022 14:58,5/12/2022 14:59,"Mississippi: Harrison County, Lamar County;",SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,100,37269,Mississippi
May,5/14/2022 15:05,5/14/2022 16:30,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Texas
May,5/15/2022 21:00,5/15/2022 21:10,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Pennsylvania
May,5/15/2022 23:30,5/15/2022 23:45,"Texas: Collin County, Dallas County, Denton County, Ellis County, Grayson County, Henderson County, Hunt County, Kaufman County, Navarro County, Rockwall County, Smith County, Tarrant County, Van Zandt County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,227,150000,Texas
May,5/16/2022 5:00,5/16/2022 5:01,"California: Solano County, Santa Clara County;",WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,California
May,5/16/2022 16:03,5/16/2022 19:32,Arizona: Pima County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Arizona
May,5/17/2022 12:10,5/17/2022 19:10,New Mexico: Roosevelt County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,25,67160,New Mexico
May,5/18/2022 11:00,5/18/2022 16:34,Idaho: Madison County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Idaho
May,5/18/2022 12:00,5/18/2022 17:00,New Mexico: San Juan County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Generation Inadequacy Load/Fuel/Supply,0,0,New Mexico
May,5/18/2022 15:30,5/18/2022 16:30,Pennsylvania: Philadelphia County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,560,0,Pennsylvania
May,5/20/2022 8:48,5/20/2022 15:48,"New York: Broome County, Monroe County;",NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,New York
May,5/20/2022 17:26,5/20/2022 17:33,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,0,0,New York
May,5/21/2022 0:28,5/21/2022 21:53,Missouri: Jackson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Missouri
May,5/22/2022 2:30,5/22/2022 18:52,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,317,52172,Texas
May,5/22/2022 22:40,5/22/2022 23:16,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Maine
May,5/25/2022 6:42,5/25/2022 6:43,California: Siskiyou County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,California
May,5/27/2022 5:19,5/27/2022 6:00,Ohio: Cuyahoga County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Ohio
May,5/27/2022 7:56,5/27/2022 8:38,Arizona: California: Nevada: New Mexico:,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,"Arizona,California,Nevada"
May,5/29/2022 1:18,5/29/2022 1:50,Pennsylvania: Montgomery County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Pennsylvania
May,5/29/2022 11:29,5/29/2022 16:41,Pennsylvania: York County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,0,0,Pennsylvania
May,5/30/2022 5:58,5/30/2022 14:10,California: San Diego County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,California
May,5/31/2022 13:58,5/31/2022 13:59,Texas: Travis County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Texas
June,6/1/2022 10:47,6/1/2022 10:48,Utah: California: Oregon: Umatilla County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,"Utah,California,Oregon"
June,6/2/2022 8:20,6/2/2022 15:20,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical Attack/Vandalism,0,0,California
June,6/3/2022 3:48,6/3/2022 3:49,Georgia: DeKalb County;,SERC,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Physical Attack/Vandalism,0,0,Georgia
June,6/4/2022 2:15,6/4/2022 12:59,Texas: Ector County;,TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Generation Inadequacy Load/Fuel/Supply,0,0,Texas
June,6/5/2022 15:20,6/5/2022 20:12,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,Generation Inadequacy Load/Fuel/Supply,100,127053,California
June,6/6/2022 10:21,6/6/2022 10:24,California: Shasta County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,13,4000,California
June,6/8/2022 0:00,6/8/2022 4:00,Kansas: Missouri: Nebraska:,"MRO,SERC"," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,367,62000,"Kansas,Missouri,Nebraska"
June,6/8/2022 1:00,6/8/2022 6:00,"Missouri: Clay County, Jackson County; Kansas: Johnson County;","MRO,SERC"," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,413,91188,"Missouri,Kansas"
June,6/8/2022 1:00,6/8/2022 4:00,Missouri:,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,353,60000,Missouri
June,6/9/2022 2:33,6/9/2022 6:49,Texas: Dallas County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Texas
June,6/9/2022 7:00,6/9/2022 7:05,Oregon: Douglas County; Washington: Idaho: Utah: Wyoming:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,"Oregon,Washington,Idaho,Utah,Wyoming"
June,6/10/2022 8:45,6/10/2022 15:45,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,13437,445,California
June,6/10/2022 12:08,6/10/2022 21:30,Texas: El Paso County;,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Physical Attack/Vandalism,0,0,Texas
June,6/10/2022 20:20,6/10/2022 20:28,California: Kern County;,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,System Operations,100,120900,California
June,6/10/2022 20:27,6/10/2022 21:30,California: Kern County;,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,System Operations,100,39094,California
June,6/12/2022 23:30,6/12/2022 23:30,Ohio: West Virginia: Virginia: Indiana:,"RF,SERC"," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,14000,100000,"Ohio,Virginia,Virginia,Indiana"
June,6/13/2022 18:00,6/13/2022 18:15,Ohio: Kentucky:,"RF,SERC"," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,507,162551,"Ohio,Kentucky"
June,6/13/2022 23:54,6/14/2022 0:45,Michigan:,RF,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Michigan
June,6/14/2022 0:00,6/14/2022 6:00,Washington: Grant County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Washington
June,6/14/2022 13:46,6/14/2022 20:46,Ohio:,RF,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,System Operations,373,137369,Ohio
June,6/15/2022 10:45,6/15/2022 13:45,Michigan: Wayne County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Michigan
June,6/15/2022 21:00,6/16/2022 4:00,"Wisconsin: Outagamie County, Waupaca County, Winnebago County, Brown County, Sheboygan County, Ozaukee County, Waukesha County; Michigan: Iron County;","MRO,RF"," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,90,57000,"Wisconsin,Michigan"
June,6/16/2022 3:51,6/16/2022 6:30,Washington: Lewis County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,35,7500,Washington
June,6/16/2022 16:31,6/16/2022 20:07,North Carolina: South Carolina:,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,574,77908,"North Carolina,South Carolina"
June,6/17/2022 6:02,6/17/2022 13:02,Illinois: Missouri:,"RF,SERC",Cyber event that could potentially impact electric power system adequacy or reliability,Severe Weather - Unspecified/Other,494,80000,"Illinois,Missouri"
June,6/17/2022 13:32,6/17/2022 18:45,North Carolina:,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,548,150000,North Carolina
June,6/17/2022 17:30,6/17/2022 21:15,West Virginia: Virginia: Kentucky:,"RF,SERC"," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,584,91056,"Virginia,Virginia,Kentucky"
June,6/17/2022 17:37,6/18/2022 0:54,North Carolina: South Carolina:,SERC," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,0,44000,"North Carolina,South Carolina"
June,6/20/2022 12:54,6/20/2022 14:23,Minnesota: Hennepin County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,15604,Minnesota
June,6/22/2022 2:00,6/22/2022 16:56,Virginia:,"RF,SERC"," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,605,100000,Virginia
June,6/23/2022 10:55,6/23/2022 17:55,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Generation Inadequacy Load/Fuel/Supply,0,0,California
June,6/23/2022 12:41,6/23/2022 13:41,New Jersey: Cape May County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,New Jersey
June,6/24/2022 23:09,6/25/2022 0:00,Louisiana:,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Generation Inadequacy Load/Fuel/Supply,0,40362,Louisiana
June,6/26/2022 17:05,6/26/2022 22:42,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Nevada
June,6/27/2022 1:42,6/27/2022 17:07,Michigan: Wayne County;,"MRO,RF",Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Michigan
June,6/27/2022 3:56,6/27/2022 14:26,Texas: Victoria County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather - Unspecified/Other,14,2491,Texas
June,6/27/2022 6:21,6/27/2022 7:26,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Texas
June,6/28/2022 9:27,6/28/2022 10:42,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Texas
June,6/28/2022 9:39,6/28/2022 9:40,Kentucky: Clark County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Kentucky
June,6/30/2022 19:58,6/30/2022 20:50,Michigan: Wayne County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Michigan
July,7/1/2022 11:45,7/1/2022 18:45,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,20,0,Oregon
July,7/3/2022 5:18,7/3/2022 8:24,Oklahoma:,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical Attack/Vandalism,0,0,Oklahoma
July,7/3/2022 10:30,7/3/2022 10:40,California: Contra Costa County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical Attack/Vandalism,0,0,California
July,7/3/2022 11:02,7/3/2022 18:02,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,532,1079,California
July,7/4/2022 18:21,7/5/2022 1:21,California: Amador County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,3,3001,California
July,7/5/2022 8:00,7/5/2022 8:06,Washington: Pierce County; Oregon: Idaho: Montana:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,"Washington,Oregon,Idaho,Montana"
July,7/5/2022 20:46,7/5/2022 21:40,Iowa: Illinois:,"RF,SERC",Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,"Iowa,Illinois"
July,7/6/2022 1:58,7/6/2022 8:58,Oklahoma: Okmulgee County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,25,4836,Oklahoma
July,7/6/2022 3:54,7/6/2022 14:39,Ohio: Kentucky:,"RF,SERC","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,0,0,"Ohio,Kentucky"
July,7/6/2022 6:18,7/6/2022 6:19,Kentucky: Nelson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Kentucky
July,7/6/2022 12:40,7/6/2022 12:41,Utah: California: Oregon: Douglas County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,316,104700,"Utah,California,Oregon"
July,7/6/2022 16:23,7/6/2022 16:35,Virginia: Fluvanna County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Virginia
July,7/9/2022 2:47,7/9/2022 2:59,Louisiana: Rapides Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,131,4724,Louisiana
July,7/10/2022 20:00,7/10/2022 21:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,450,95237,Texas
July,7/11/2022 10:20,7/11/2022 17:20,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,2,0,California
July,7/12/2022 10:45,7/12/2022 11:00,Washington: Oregon: Clatsop County; Idaho: Montana:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,"Washington,Oregon,Idaho,Montana"
July,7/12/2022 16:00,7/12/2022 23:00,"Maryland: Baltimore County, Carroll County, Harford County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,800,165000,Maryland
July,7/12/2022 18:00,7/12/2022 22:00,District of Columbia: Maryland:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,494,50200,"District of Columbia,Maryland"
July,7/13/2022 10:00,7/13/2022 13:00,Colorado: La Plata County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Nevada
July,7/13/2022 11:30,7/13/2022 21:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,553,114881,Texas
July,7/15/2022 7:10,7/15/2022 7:11,Nebraska: Wayne County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Nebraska
July,7/18/2022 9:15,7/18/2022 16:15,South Carolina:,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Generation Inadequacy Load/Fuel/Supply,4500,0,South Carolina
July,7/18/2022 13:09,7/18/2022 13:11,Oregon: Josephine County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Washington
July,7/19/2022 15:42,7/19/2022 16:12,Florida: Palm Beach County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,Florida
July,7/23/2022 11:30,7/23/2022 20:45,"Michigan: Muskegon County, Ottawa County, Kent County, Montcalm County, Ionia County, Allegan County, Van Buren County, Kalamazoo County, Barry County, Mason County, Shiawassee County, Ingham County, Genesee County, Saginaw County, Midland County, Wexford County, Grand Traverse County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,454,93750,Michigan
July,7/25/2022 0:38,7/25/2022 13:46,Pennsylvania: Erie County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,0,0,Pennsylvania
July,7/26/2022 4:20,7/26/2022 4:57,California: Santa Barbara County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,47,61513,California
July,7/26/2022 6:38,7/26/2022 12:57,Texas: Hays County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0,Texas
July,7/26/2022 21:00,7/26/2022 21:20,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Pennsylvania
July,7/28/2022 19:25,7/28/2022 22:41,California: Placer County;,WECC,"Damage or destruction of its Facility that results from actual or suspected intentional human action. Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,California
July,7/29/2022 2:00,7/29/2022 2:01,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Pennsylvania
July,7/30/2022 13:17,7/30/2022 19:35,California: Shasta County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,California
July,7/31/2022 6:36,7/31/2022 7:13,New York: Saratoga County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,New York
August,8/1/2022 8:03,8/1/2022 9:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,California
August,8/1/2022 9:44,8/1/2022 9:45,Georgia: DeKalb County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Georgia
August,8/3/2022 2:00,8/3/2022 3:07,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,0,0,Texas
August,8/3/2022 2:30,8/3/2022 9:30,Minnesota: Wisconsin:,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,859,80000,"Minnesota,Wisconsin"
August,8/3/2022 8:53,8/3/2022 19:00,"Michigan: Wayne County, Washtenaw County, St. Clair County, Macomb County, Monroe County, Oakland County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,1078,91264,Michigan
August,8/3/2022 17:00,8/3/2022 20:30,"Michigan: Allegan County, Van Buren County, Barry County, Kalamazoo County, Calhoun County, Jackson County, Calhoun County, Washtenaw County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,984,71000,Michigan
August,8/4/2022 2:00,8/4/2022 18:00,"Maryland: Anne Arundel County, Baltimore County, Baltimore, City of[16];",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,1123,75500,Maryland
August,8/5/2022 2:00,8/5/2022 6:30,Washington:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Physical Attack/Vandalism,3,350,Washington
August,8/5/2022 14:52,8/5/2022 16:41,Washington: Lewis County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Washington
August,8/9/2022 2:29,8/9/2022 3:00,Missouri:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Missouri
August,8/9/2022 12:12,8/9/2022 13:08,Florida: Palm Beach County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,Florida
August,8/9/2022 15:18,8/9/2022 15:19,Washington: Kitsap County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Washington
August,8/9/2022 16:42,8/9/2022 22:12,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,1017,62464,Ohio
August,8/10/2022 1:25,8/10/2022 1:30,Arkansas: Lawrence County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather - Unspecified/Other,24,0,Arkansas
August,8/10/2022 15:00,8/10/2022 15:01,Alabama: Jefferson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Alabama
August,8/10/2022 19:56,8/10/2022 20:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather - Unspecified/Other,908,140464,Texas
August,8/12/2022 14:46,8/12/2022 14:47,Georgia: Sumter County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Georgia
August,8/15/2022 7:14,8/15/2022 23:43,Wyoming: Nebraska:,"MRO,WECC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown/Unspecified,0,0,"Wyoming,Nebraska"
August,8/15/2022 9:08,8/15/2022 9:10,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,680,0,Nevada
August,8/15/2022 10:24,8/15/2022 12:49,New Jersey: Gloucester County;,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Unknown/Unspecified,0,5000,New Jersey
August,8/18/2022 18:05,8/18/2022 21:39,Ohio: Franklin County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,897,156385,Ohio
August,8/19/2022 11:30,8/19/2022 22:00,Washington: Clark County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,0,0,California
August,8/19/2022 17:40,8/19/2022 17:41,Massachusetts: Bristol County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,Massachusetts
August,8/22/2022 9:47,8/22/2022 9:48,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,California
August,8/22/2022 12:46,8/22/2022 13:09,Texas: DeWitt County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,24,6385,Texas
August,8/22/2022 20:40,8/22/2022 21:57,Texas: El Paso County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather - Unspecified/Other,0,0,Texas
August,8/24/2022 14:20,8/24/2022 14:21,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,California
August,8/25/2022 0:59,8/25/2022 1:00,California: San Diego County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical Attack/Vandalism,0,0,California
August,8/26/2022 11:09,8/26/2022 11:10,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack/Vandalism,0,0,California
August,8/27/2022 2:21,8/27/2022 19:14,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,Maine
August,8/28/2022 4:59,8/28/2022 6:06,New York: Broome County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,New York
